,sales,date,region
998,1722,10/13/2018,east
999,1686,10/13/2018,west
1000,1728,10/14/2018,north
1001,1755,10/14/2018,south
1002,1503,10/14/2018,east
1003,1602,10/14/2018,west
1004,1605,10/15/2018,north
1005,1719,10/15/2018,south
1006,1548,10/15/2018,east
1007,1626,10/15/2018,west
1008,1551,10/16/2018,north
1009,1662,10/16/2018,south
1010,1650,10/16/2018,east
1011,1788,10/16/2018,west
1012,1536,10/17/2018,north
1013,1551,10/17/2018,south
1014,1656,10/17/2018,east
1015,1644,10/17/2018,west
1016,1692,10/18/2018,north
1017,1518,10/18/2018,south
1018,1509,10/18/2018,east
1019,1674,10/18/2018,west
1020,1521,10/19/2018,north
1021,1632,10/19/2018,south
1022,1794,10/19/2018,east
1023,1689,10/19/2018,west
1024,1692,10/20/2018,north
1025,1662,10/20/2018,south
1026,1776,10/20/2018,east
1027,1710,10/20/2018,west
1028,1569,10/21/2018,north
1029,1704,10/21/2018,south
1030,1767,10/21/2018,east
1031,1767,10/21/2018,west
1032,1542,10/22/2018,north
1033,1707,10/22/2018,south
1034,1578,10/22/2018,east
1035,1521,10/22/2018,west
1036,1764,10/23/2018,north
1037,1683,10/23/2018,south
1038,1602,10/23/2018,east
1039,1755,10/23/2018,west
1040,1650,10/24/2018,north
1041,1629,10/24/2018,south
1042,1692,10/24/2018,east
1043,1542,10/24/2018,west
1044,1629,10/25/2018,north
1045,1587,10/25/2018,south
1046,1635,10/25/2018,east
1047,1653,10/25/2018,west
1048,1596,10/26/2018,north
1049,1524,10/26/2018,south
1050,1545,10/26/2018,east
1051,1707,10/26/2018,west
1052,1509,10/27/2018,north
1053,1509,10/27/2018,south
1054,1686,10/27/2018,east
1055,1785,10/27/2018,west
1056,1635,10/28/2018,north
1057,1752,10/28/2018,south
1058,1785,10/28/2018,east
1059,1755,10/28/2018,west
1060,1707,10/29/2018,north
1061,1701,10/29/2018,south
1062,1599,10/29/2018,east
1063,1782,10/29/2018,west
1064,1677,10/30/2018,north
1065,1719,10/30/2018,south
1066,1530,10/30/2018,east
1067,1776,10/30/2018,west
1068,1674,10/31/2018,north
1069,1641,10/31/2018,south
1070,1596,10/31/2018,east
1071,1506,10/31/2018,west
1072,1692,11/1/2018,north
1073,1623,11/1/2018,south
1074,1593,11/1/2018,east
1075,1551,11/1/2018,west
1076,1728,11/2/2018,north
1077,1608,11/2/2018,south
1078,1530,11/2/2018,east
1079,1791,11/2/2018,west
1080,1704,11/3/2018,north
1081,1653,11/3/2018,south
1082,1548,11/3/2018,east
1083,1626,11/3/2018,west
1084,1695,11/4/2018,north
1085,1590,11/4/2018,south
1086,1530,11/4/2018,east
1087,1644,11/4/2018,west
1088,1611,11/5/2018,north
1089,1617,11/5/2018,south
1090,1776,11/5/2018,east
1091,1641,11/5/2018,west
1092,1740,11/6/2018,north
1093,1590,11/6/2018,south
1094,1773,11/6/2018,east
1095,1641,11/6/2018,west
1096,1527,11/7/2018,north
1097,1755,11/7/2018,south
1098,1650,11/7/2018,east
1099,1593,11/7/2018,west
1100,1548,11/8/2018,north
1101,1623,11/8/2018,south
1102,1500,11/8/2018,east
1103,1569,11/8/2018,west
1104,1647,11/9/2018,north
1105,1662,11/9/2018,south
1106,1710,11/9/2018,east
1107,1719,11/9/2018,west
1108,1590,11/10/2018,north
1109,1539,11/10/2018,south
1110,1566,11/10/2018,east
1111,1770,11/10/2018,west
1112,1722,11/11/2018,north
1113,1524,11/11/2018,south
1114,1641,11/11/2018,east
1115,1662,11/11/2018,west
1116,1716,11/12/2018,north
1117,1611,11/12/2018,south
1118,1569,11/12/2018,east
1119,1797,11/12/2018,west
1120,1698,11/13/2018,north
1121,1581,11/13/2018,south
1122,1776,11/13/2018,east
1123,1644,11/13/2018,west
1124,1563,11/14/2018,north
1125,1707,11/14/2018,south
1126,1533,11/14/2018,east
1127,1572,11/14/2018,west
1128,1623,11/15/2018,north
1129,1698,11/15/2018,south
1130,1521,11/15/2018,east
1131,1707,11/15/2018,west
1132,1587,11/16/2018,north
1133,1776,11/16/2018,south
1134,1662,11/16/2018,east
1135,1578,11/16/2018,west
1136,1554,11/17/2018,north
1137,1515,11/17/2018,south
1138,1602,11/17/2018,east
1139,1557,11/17/2018,west
1140,1521,11/18/2018,north
1141,1740,11/18/2018,south
1142,1617,11/18/2018,east
1143,1647,11/18/2018,west
1144,1551,11/19/2018,north
1145,1500,11/19/2018,south
1146,1725,11/19/2018,east
1147,1563,11/19/2018,west
1148,1791,11/20/2018,north
1149,1578,11/20/2018,south
1150,1632,11/20/2018,east
1151,1674,11/20/2018,west
1152,1617,11/21/2018,north
1153,1509,11/21/2018,south
1154,1644,11/21/2018,east
1155,1542,11/21/2018,west
1156,1650,11/22/2018,north
1157,1758,11/22/2018,south
1158,1710,11/22/2018,east
1159,1737,11/22/2018,west
1160,1779,11/23/2018,north
1161,1743,11/23/2018,south
1162,1560,11/23/2018,east
1163,1719,11/23/2018,west
1164,1689,11/24/2018,north
1165,1605,11/24/2018,south
1166,1683,11/24/2018,east
1167,1518,11/24/2018,west
1168,1665,11/25/2018,north
1169,1671,11/25/2018,south
1170,1704,11/25/2018,east
1171,1731,11/25/2018,west
1172,1653,11/26/2018,north
1173,1542,11/26/2018,south
1174,1659,11/26/2018,east
1175,1650,11/26/2018,west
1176,1773,11/27/2018,north
1177,1647,11/27/2018,south
1178,1725,11/27/2018,east
1179,1644,11/27/2018,west
1180,1767,11/28/2018,north
1181,1728,11/28/2018,south
1182,1719,11/28/2018,east
1183,1677,11/28/2018,west
1184,1686,11/29/2018,north
1185,1527,11/29/2018,south
1186,1689,11/29/2018,east
1187,1686,11/29/2018,west
1188,1641,11/30/2018,north
1189,1665,11/30/2018,south
1190,1755,11/30/2018,east
1191,1551,11/30/2018,west
1192,1665,12/1/2018,north
1193,1527,12/1/2018,south
1194,1536,12/1/2018,east
1195,1656,12/1/2018,west
1196,1563,12/2/2018,north
1197,1554,12/2/2018,south
1198,1602,12/2/2018,east
1199,1737,12/2/2018,west
1200,1506,12/3/2018,north
1201,1755,12/3/2018,south
1202,1572,12/3/2018,east
1203,1608,12/3/2018,west
1204,1722,12/4/2018,north
1205,1788,12/4/2018,south
1206,1788,12/4/2018,east
1207,1587,12/4/2018,west
1208,1677,12/5/2018,north
1209,1725,12/5/2018,south
1210,1731,12/5/2018,east
1211,1518,12/5/2018,west
1212,1737,12/6/2018,north
1213,1797,12/6/2018,south
1214,1662,12/6/2018,east
1215,1662,12/6/2018,west
1216,1716,12/7/2018,north
1217,1596,12/7/2018,south
1218,1653,12/7/2018,east
1219,1635,12/7/2018,west
1220,1782,12/8/2018,north
1221,1773,12/8/2018,south
1222,1755,12/8/2018,east
1223,1719,12/8/2018,west
1224,1737,12/9/2018,north
1225,1548,12/9/2018,south
1226,1665,12/9/2018,east
1227,1659,12/9/2018,west
1228,1659,12/10/2018,north
1229,1575,12/10/2018,south
1230,1509,12/10/2018,east
1231,1767,12/10/2018,west
1232,1509,12/11/2018,north
1233,1527,12/11/2018,south
1234,1575,12/11/2018,east
1235,1620,12/11/2018,west
1236,1623,12/12/2018,north
1237,1623,12/12/2018,south
1238,1773,12/12/2018,east
1239,1743,12/12/2018,west
1240,1719,12/13/2018,north
1241,1782,12/13/2018,south
1242,1713,12/13/2018,east
1243,1593,12/13/2018,west
1244,1716,12/14/2018,north
1245,1686,12/14/2018,south
1246,1569,12/14/2018,east
1247,1704,12/14/2018,west
1248,1554,12/15/2018,north
1249,1545,12/15/2018,south
1250,1587,12/15/2018,east
1251,1800,12/15/2018,west
1252,1635,12/16/2018,north
1253,1620,12/16/2018,south
1254,1800,12/16/2018,east
1255,1641,12/16/2018,west
1256,1635,12/17/2018,north
1257,1527,12/17/2018,south
1258,1626,12/17/2018,east
1259,1716,12/17/2018,west
1260,1755,12/18/2018,north
1261,1755,12/18/2018,south
1262,1605,12/18/2018,east
1263,1779,12/18/2018,west
1264,1566,12/19/2018,north
1265,1566,12/19/2018,south
1266,1797,12/19/2018,east
1267,1770,12/19/2018,west
1268,1731,12/20/2018,north
1269,1551,12/20/2018,south
1270,1767,12/20/2018,east
1271,1626,12/20/2018,west
1272,1659,12/21/2018,north
1273,1710,12/21/2018,south
1274,1542,12/21/2018,east
1275,1569,12/21/2018,west
1276,1776,12/22/2018,north
1277,1578,12/22/2018,south
1278,1668,12/22/2018,east
1279,1527,12/22/2018,west
1280,1770,12/23/2018,north
1281,1623,12/23/2018,south
1282,1710,12/23/2018,east
1283,1731,12/23/2018,west
1284,1740,12/24/2018,north
1285,1632,12/24/2018,south
1286,1719,12/24/2018,east
1287,1500,12/24/2018,west
1288,1512,12/25/2018,north
1289,1605,12/25/2018,south
1290,1623,12/25/2018,east
1291,1533,12/25/2018,west
1292,1683,12/26/2018,north
1293,1734,12/26/2018,south
1294,1545,12/26/2018,east
1295,1587,12/26/2018,west
1296,1578,12/27/2018,north
1297,1650,12/27/2018,south
1298,1632,12/27/2018,east
1299,1713,12/27/2018,west
1300,1650,12/28/2018,north
1301,1794,12/28/2018,south
1302,1764,12/28/2018,east
1303,1797,12/28/2018,west
1304,1626,12/29/2018,north
1305,1794,12/29/2018,south
1306,1695,12/29/2018,east
1307,1740,12/29/2018,west
1308,1758,12/30/2018,north
1309,1785,12/30/2018,south
1310,1599,12/30/2018,east
1311,1689,12/30/2018,west
1312,1527,12/31/2018,north
1313,1710,12/31/2018,south
1314,1590,12/31/2018,east
1315,1653,12/31/2018,west
1316,1518,1/1/2019,north
1317,1632,1/1/2019,south
1318,1755,1/1/2019,east
1319,1551,1/1/2019,west
1320,1767,1/2/2019,north
1321,1605,1/2/2019,south
1322,1692,1/2/2019,east
1323,1794,1/2/2019,west
1324,1695,1/3/2019,north
1325,1737,1/3/2019,south
1326,1575,1/3/2019,east
1327,1509,1/3/2019,west
1328,1590,1/4/2019,north
1329,1500,1/4/2019,south
1330,1590,1/4/2019,east
1331,1638,1/4/2019,west
1332,1761,1/5/2019,north
1333,1590,1/5/2019,south
1334,1725,1/5/2019,east
1335,1551,1/5/2019,west
1336,1644,1/6/2019,north
1337,1779,1/6/2019,south
1338,1794,1/6/2019,east
1339,1638,1/6/2019,west
1340,1644,1/7/2019,north
1341,1647,1/7/2019,south
1342,1692,1/7/2019,east
1343,1623,1/7/2019,west
1344,1722,1/8/2019,north
1345,1551,1/8/2019,south
1346,1731,1/8/2019,east
1347,1701,1/8/2019,west
1348,1500,1/9/2019,north
1349,1764,1/9/2019,south
1350,1764,1/9/2019,east
1351,1635,1/9/2019,west
1352,1767,1/10/2019,north
1353,1551,1/10/2019,south
1354,1512,1/10/2019,east
1355,1686,1/10/2019,west
1356,1662,1/11/2019,north
1357,1512,1/11/2019,south
1358,1608,1/11/2019,east
1359,1611,1/11/2019,west
1360,1566,1/12/2019,north
1361,1773,1/12/2019,south
1362,1707,1/12/2019,east
1363,1752,1/12/2019,west
1364,1551,1/13/2019,north
1365,1503,1/13/2019,south
1366,1536,1/13/2019,east
1367,1728,1/13/2019,west
1368,1692,1/14/2019,north
1369,1521,1/14/2019,south
1370,1698,1/14/2019,east
1371,1791,1/14/2019,west
1372,1605,1/15/2019,north
1373,1761,1/15/2019,south
1374,1617,1/15/2019,east
1375,1503,1/15/2019,west
1376,1548,1/16/2019,north
1377,1734,1/16/2019,south
1378,1506,1/16/2019,east
1379,1533,1/16/2019,west
1380,1590,1/17/2019,north
1381,1707,1/17/2019,south
1382,1509,1/17/2019,east
1383,1653,1/17/2019,west
1384,1572,1/18/2019,north
1385,1563,1/18/2019,south
1386,1635,1/18/2019,east
1387,1734,1/18/2019,west
1388,1587,1/19/2019,north
1389,1506,1/19/2019,south
1390,1689,1/19/2019,east
1391,1701,1/19/2019,west
1392,1707,1/20/2019,north
1393,1557,1/20/2019,south
1394,1722,1/20/2019,east
1395,1629,1/20/2019,west
1396,1611,1/21/2019,north
1397,1515,1/21/2019,south
1398,1614,1/21/2019,east
1399,1593,1/21/2019,west
1400,1719,1/22/2019,north
1401,1506,1/22/2019,south
1402,1794,1/22/2019,east
1403,1731,1/22/2019,west
1404,1662,1/23/2019,north
1405,1728,1/23/2019,south
1406,1563,1/23/2019,east
1407,1662,1/23/2019,west
1408,1647,1/24/2019,north
1409,1638,1/24/2019,south
1410,1557,1/24/2019,east
1411,1518,1/24/2019,west
1412,1560,1/25/2019,north
1413,1656,1/25/2019,south
1414,1707,1/25/2019,east
1415,1767,1/25/2019,west
1416,1671,1/26/2019,north
1417,1686,1/26/2019,south
1418,1653,1/26/2019,east
1419,1647,1/26/2019,west
1420,1524,1/27/2019,north
1421,1503,1/27/2019,south
1422,1533,1/27/2019,east
1423,1785,1/27/2019,west
1424,1731,1/28/2019,north
1425,1782,1/28/2019,south
1426,1560,1/28/2019,east
1427,1782,1/28/2019,west
1428,1500,1/29/2019,north
1429,1728,1/29/2019,south
1430,1605,1/29/2019,east
1431,1614,1/29/2019,west
1432,1782,1/30/2019,north
1433,1638,1/30/2019,south
1434,1797,1/30/2019,east
1435,1641,1/30/2019,west
1436,1650,1/31/2019,north
1437,1536,1/31/2019,south
1438,1599,1/31/2019,east
1439,1740,1/31/2019,west
1440,1749,2/1/2019,north
1441,1581,2/1/2019,south
1442,1662,2/1/2019,east
1443,1509,2/1/2019,west
1444,1596,2/2/2019,north
1445,1638,2/2/2019,south
1446,1746,2/2/2019,east
1447,1611,2/2/2019,west
1448,1602,2/3/2019,north
1449,1722,2/3/2019,south
1450,1734,2/3/2019,east
1451,1749,2/3/2019,west
1452,1548,2/4/2019,north
1453,1647,2/4/2019,south
1454,1560,2/4/2019,east
1455,1542,2/4/2019,west
1456,1617,2/5/2019,north
1457,1659,2/5/2019,south
1458,1674,2/5/2019,east
1459,1524,2/5/2019,west
1460,1551,2/6/2019,north
1461,1722,2/6/2019,south
1462,1563,2/6/2019,east
1463,1692,2/6/2019,west
1464,1734,2/7/2019,north
1465,1584,2/7/2019,south
1466,1662,2/7/2019,east
1467,1545,2/7/2019,west
1468,1662,2/8/2019,north
1469,1614,2/8/2019,south
1470,1719,2/8/2019,east
1471,1788,2/8/2019,west
1472,1779,2/9/2019,north
1473,1665,2/9/2019,south
1474,1605,2/9/2019,east
1475,1641,2/9/2019,west
1476,1725,2/10/2019,north
1477,1611,2/10/2019,south
1478,1560,2/10/2019,east
1479,1575,2/10/2019,west
1480,1563,2/11/2019,north
1481,1773,2/11/2019,south
1482,1536,2/11/2019,east
1483,1551,2/11/2019,west
1484,1572,2/12/2019,north
1485,1608,2/12/2019,south
1486,1752,2/12/2019,east
1487,1734,2/12/2019,west
1488,1686,2/13/2019,north
1489,1782,2/13/2019,south
1490,1500,2/13/2019,east
1491,1731,2/13/2019,west
1492,1725,2/14/2019,north
1493,1578,2/14/2019,south
1494,1560,2/14/2019,east
1495,1644,2/14/2019,west
1496,1566,2/15/2019,north
1497,1584,2/15/2019,south
1498,1695,2/15/2019,east
1499,1734,2/15/2019,west
1500,1794,2/16/2019,north
1501,1731,2/16/2019,south
1502,1674,2/16/2019,east
1503,1599,2/16/2019,west
1504,1512,2/17/2019,north
1505,1653,2/17/2019,south
1506,1722,2/17/2019,east
1507,1641,2/17/2019,west
1508,1695,2/18/2019,north
1509,1749,2/18/2019,south
1510,1728,2/18/2019,east
1511,1764,2/18/2019,west
1512,1716,2/19/2019,north
1513,1599,2/19/2019,south
1514,1596,2/19/2019,east
1515,1644,2/19/2019,west
1516,1740,2/20/2019,north
1517,1641,2/20/2019,south
1518,1566,2/20/2019,east
1519,1656,2/20/2019,west
1520,1599,2/21/2019,north
1521,1725,2/21/2019,south
1522,1731,2/21/2019,east
1523,1719,2/21/2019,west
1524,1770,2/22/2019,north
1525,1794,2/22/2019,south
1526,1725,2/22/2019,east
1527,1713,2/22/2019,west
1528,1599,2/23/2019,north
1529,1743,2/23/2019,south
1530,1518,2/23/2019,east
1531,1614,2/23/2019,west
1532,1692,2/24/2019,north
1533,1755,2/24/2019,south
1534,1653,2/24/2019,east
1535,1524,2/24/2019,west
1536,1635,2/25/2019,north
1537,1734,2/25/2019,south
1538,1713,2/25/2019,east
1539,1578,2/25/2019,west
1540,1566,2/26/2019,north
1541,1653,2/26/2019,south
1542,1506,2/26/2019,east
1543,1656,2/26/2019,west
1544,1593,2/27/2019,north
1545,1545,2/27/2019,south
1546,1734,2/27/2019,east
1547,1635,2/27/2019,west
1548,1710,2/28/2019,north
1549,1569,2/28/2019,south
1550,1731,2/28/2019,east
1551,1599,2/28/2019,west
1552,1593,3/1/2019,north
1553,1707,3/1/2019,south
1554,1638,3/1/2019,east
1555,1539,3/1/2019,west
1556,1782,3/2/2019,north
1557,1794,3/2/2019,south
1558,1608,3/2/2019,east
1559,1689,3/2/2019,west
1560,1698,3/3/2019,north
1561,1518,3/3/2019,south
1562,1593,3/3/2019,east
1563,1611,3/3/2019,west
1564,1587,3/4/2019,north
1565,1686,3/4/2019,south
1566,1518,3/4/2019,east
1567,1632,3/4/2019,west
1568,1566,3/5/2019,north
1569,1569,3/5/2019,south
1570,1743,3/5/2019,east
1571,1557,3/5/2019,west
1572,1746,3/6/2019,north
1573,1662,3/6/2019,south
1574,1674,3/6/2019,east
1575,1608,3/6/2019,west
1576,1551,3/7/2019,north
1577,1581,3/7/2019,south
1578,1560,3/7/2019,east
1579,1674,3/7/2019,west
1580,1521,3/8/2019,north
1581,1782,3/8/2019,south
1582,1617,3/8/2019,east
1583,1797,3/8/2019,west
1584,1533,3/9/2019,north
1585,1749,3/9/2019,south
1586,1656,3/9/2019,east
1587,1644,3/9/2019,west
1588,1545,3/10/2019,north
1589,1776,3/10/2019,south
1590,1650,3/10/2019,east
1591,1737,3/10/2019,west
1592,1659,3/11/2019,north
1593,1722,3/11/2019,south
1594,1689,3/11/2019,east
1595,1692,3/11/2019,west
1596,1518,3/12/2019,north
1597,1581,3/12/2019,south
1598,1626,3/12/2019,east
1599,1668,3/12/2019,west
1600,1524,3/13/2019,north
1601,1797,3/13/2019,south
1602,1542,3/13/2019,east
1603,1653,3/13/2019,west
1604,1677,3/14/2019,north
1605,1524,3/14/2019,south
1606,1692,3/14/2019,east
1607,1704,3/14/2019,west
1608,1647,3/15/2019,north
1609,1671,3/15/2019,south
1610,1563,3/15/2019,east
1611,1650,3/15/2019,west
1612,1563,3/16/2019,north
1613,1680,3/16/2019,south
1614,1728,3/16/2019,east
1615,1680,3/16/2019,west
1616,1683,3/17/2019,north
1617,1638,3/17/2019,south
1618,1545,3/17/2019,east
1619,1671,3/17/2019,west
1620,1701,3/18/2019,north
1621,1515,3/18/2019,south
1622,1764,3/18/2019,east
1623,1668,3/18/2019,west
1624,1677,3/19/2019,north
1625,1752,3/19/2019,south
1626,1635,3/19/2019,east
1627,1605,3/19/2019,west
1628,1635,3/20/2019,north
1629,1596,3/20/2019,south
1630,1608,3/20/2019,east
1631,1779,3/20/2019,west
1632,1776,3/21/2019,north
1633,1635,3/21/2019,south
1634,1791,3/21/2019,east
1635,1779,3/21/2019,west
1636,1746,3/22/2019,north
1637,1545,3/22/2019,south
1638,1767,3/22/2019,east
1639,1731,3/22/2019,west
1640,1734,3/23/2019,north
1641,1509,3/23/2019,south
1642,1686,3/23/2019,east
1643,1797,3/23/2019,west
1644,1566,3/24/2019,north
1645,1557,3/24/2019,south
1646,1797,3/24/2019,east
1647,1755,3/24/2019,west
1648,1650,3/25/2019,north
1649,1500,3/25/2019,south
1650,1554,3/25/2019,east
1651,1734,3/25/2019,west
1652,1701,3/26/2019,north
1653,1782,3/26/2019,south
1654,1797,3/26/2019,east
1655,1557,3/26/2019,west
1656,1668,3/27/2019,north
1657,1575,3/27/2019,south
1658,1608,3/27/2019,east
1659,1527,3/27/2019,west
1660,1518,3/28/2019,north
1661,1509,3/28/2019,south
1662,1767,3/28/2019,east
1663,1557,3/28/2019,west
1664,1605,3/29/2019,north
1665,1686,3/29/2019,south
1666,1656,3/29/2019,east
1667,1653,3/29/2019,west
1668,1722,3/30/2019,north
1669,1593,3/30/2019,south
1670,1557,3/30/2019,east
1671,1710,3/30/2019,west
1672,1785,3/31/2019,north
1673,1710,3/31/2019,south
1674,1653,3/31/2019,east
1675,1572,3/31/2019,west
1676,1512,4/1/2019,north
1677,1794,4/1/2019,south
1678,1569,4/1/2019,east
1679,1608,4/1/2019,west
1680,1623,4/2/2019,north
1681,1791,4/2/2019,south
1682,1785,4/2/2019,east
1683,1629,4/2/2019,west
1684,1539,4/3/2019,north
1685,1626,4/3/2019,south
1686,1695,4/3/2019,east
1687,1518,4/3/2019,west
1688,1530,4/4/2019,north
1689,1683,4/4/2019,south
1690,1662,4/4/2019,east
1691,1632,4/4/2019,west
1692,1614,4/5/2019,north
1693,1605,4/5/2019,south
1694,1662,4/5/2019,east
1695,1713,4/5/2019,west
1696,1749,4/6/2019,north
1697,1713,4/6/2019,south
1698,1716,4/6/2019,east
1699,1557,4/6/2019,west
1700,1605,4/7/2019,north
1701,1635,4/7/2019,south
1702,1518,4/7/2019,east
1703,1632,4/7/2019,west
1704,1713,4/8/2019,north
1705,1779,4/8/2019,south
1706,1743,4/8/2019,east
1707,1575,4/8/2019,west
1708,1728,4/9/2019,north
1709,1719,4/9/2019,south
1710,1755,4/9/2019,east
1711,1617,4/9/2019,west
1712,1542,4/10/2019,north
1713,1626,4/10/2019,south
1714,1509,4/10/2019,east
1715,1638,4/10/2019,west
1716,1581,4/11/2019,north
1717,1680,4/11/2019,south
1718,1569,4/11/2019,east
1719,1635,4/11/2019,west
1720,1539,4/12/2019,north
1721,1587,4/12/2019,south
1722,1593,4/12/2019,east
1723,1581,4/12/2019,west
1724,1515,4/13/2019,north
1725,1611,4/13/2019,south
1726,1644,4/13/2019,east
1727,1794,4/13/2019,west
1728,1500,4/14/2019,north
1729,1737,4/14/2019,south
1730,1722,4/14/2019,east
1731,1764,4/14/2019,west
1732,1530,4/15/2019,north
1733,1602,4/15/2019,south
1734,1524,4/15/2019,east
1735,1770,4/15/2019,west
1736,1596,4/16/2019,north
1737,1668,4/16/2019,south
1738,1584,4/16/2019,east
1739,1713,4/16/2019,west
1740,1569,4/17/2019,north
1741,1686,4/17/2019,south
1742,1647,4/17/2019,east
1743,1509,4/17/2019,west
1744,1590,4/18/2019,north
1745,1650,4/18/2019,south
1746,1557,4/18/2019,east
1747,1575,4/18/2019,west
1748,1773,4/19/2019,north
1749,1629,4/19/2019,south
1750,1524,4/19/2019,east
1751,1512,4/19/2019,west
1752,1521,4/20/2019,north
1753,1653,4/20/2019,south
1754,1584,4/20/2019,east
1755,1713,4/20/2019,west
1756,1683,4/21/2019,north
1757,1749,4/21/2019,south
1758,1545,4/21/2019,east
1759,1629,4/21/2019,west
1760,1533,4/22/2019,north
1761,1587,4/22/2019,south
1762,1671,4/22/2019,east
1763,1650,4/22/2019,west
1764,1668,4/23/2019,north
1765,1674,4/23/2019,south
1766,1728,4/23/2019,east
1767,1518,4/23/2019,west
1768,1554,4/24/2019,north
1769,1719,4/24/2019,south
1770,1746,4/24/2019,east
1771,1665,4/24/2019,west
1772,1503,4/25/2019,north
1773,1692,4/25/2019,south
1774,1725,4/25/2019,east
1775,1764,4/25/2019,west
1776,1710,4/26/2019,north
1777,1635,4/26/2019,south
1778,1764,4/26/2019,east
1779,1758,4/26/2019,west
1780,1740,4/27/2019,north
1781,1776,4/27/2019,south
1782,1740,4/27/2019,east
1783,1620,4/27/2019,west
1784,1566,4/28/2019,north
1785,1704,4/28/2019,south
1786,1578,4/28/2019,east
1787,1503,4/28/2019,west
1788,1602,4/29/2019,north
1789,1791,4/29/2019,south
1790,1752,4/29/2019,east
1791,1800,4/29/2019,west
1792,1719,4/30/2019,north
1793,1767,4/30/2019,south
1794,1500,4/30/2019,east
1795,1623,4/30/2019,west
1796,1665,5/1/2019,north
1797,1800,5/1/2019,south
1798,1731,5/1/2019,east
1799,1542,5/1/2019,west
1800,1575,5/2/2019,north
1801,1548,5/2/2019,south
1802,1797,5/2/2019,east
1803,1521,5/2/2019,west
1804,1560,5/3/2019,north
1805,1521,5/3/2019,south
1806,1605,5/3/2019,east
1807,1740,5/3/2019,west
1808,1617,5/4/2019,north
1809,1743,5/4/2019,south
1810,1629,5/4/2019,east
1811,1749,5/4/2019,west
1812,1512,5/5/2019,north
1813,1746,5/5/2019,south
1814,1530,5/5/2019,east
1815,1611,5/5/2019,west
1816,1569,5/6/2019,north
1817,1689,5/6/2019,south
1818,1557,5/6/2019,east
1819,1560,5/6/2019,west
1820,1650,5/7/2019,north
1821,1695,5/7/2019,south
1822,1620,5/7/2019,east
1823,1644,5/7/2019,west
1824,1800,5/8/2019,north
1825,1515,5/8/2019,south
1826,1785,5/8/2019,east
1827,1650,5/8/2019,west
1828,1797,5/9/2019,north
1829,1641,5/9/2019,south
1830,1665,5/9/2019,east
1831,1767,5/9/2019,west
1832,1500,5/10/2019,north
1833,1788,5/10/2019,south
1834,1725,5/10/2019,east
1835,1557,5/10/2019,west
1836,1503,5/11/2019,north
1837,1518,5/11/2019,south
1838,1650,5/11/2019,east
1839,1614,5/11/2019,west
1840,1743,5/12/2019,north
1841,1524,5/12/2019,south
1842,1761,5/12/2019,east
1843,1743,5/12/2019,west
1844,1563,5/13/2019,north
1845,1716,5/13/2019,south
1846,1560,5/13/2019,east
1847,1614,5/13/2019,west
1848,1617,5/14/2019,north
1849,1761,5/14/2019,south
1850,1635,5/14/2019,east
1851,1614,5/14/2019,west
1852,1509,5/15/2019,north
1853,1650,5/15/2019,south
1854,1755,5/15/2019,east
1855,1569,5/15/2019,west
1856,1605,5/16/2019,north
1857,1695,5/16/2019,south
1858,1662,5/16/2019,east
1859,1605,5/16/2019,west
1860,1731,5/17/2019,north
1861,1590,5/17/2019,south
1862,1620,5/17/2019,east
1863,1752,5/17/2019,west
1864,1533,5/18/2019,north
1865,1737,5/18/2019,south
1866,1608,5/18/2019,east
1867,1662,5/18/2019,west
1868,1797,5/19/2019,north
1869,1728,5/19/2019,south
1870,1686,5/19/2019,east
1871,1650,5/19/2019,west
1872,1695,5/20/2019,north
1873,1752,5/20/2019,south
1874,1785,5/20/2019,east
1875,1668,5/20/2019,west
1876,1515,5/21/2019,north
1877,1683,5/21/2019,south
1878,1794,5/21/2019,east
1879,1533,5/21/2019,west
1880,1599,5/22/2019,north
1881,1761,5/22/2019,south
1882,1761,5/22/2019,east
1883,1722,5/22/2019,west
1884,1626,5/23/2019,north
1885,1668,5/23/2019,south
1886,1641,5/23/2019,east
1887,1740,5/23/2019,west
1888,1650,5/24/2019,north
1889,1623,5/24/2019,south
1890,1653,5/24/2019,east
1891,1773,5/24/2019,west
1892,1788,5/25/2019,north
1893,1581,5/25/2019,south
1894,1677,5/25/2019,east
1895,1569,5/25/2019,west
1896,1791,5/26/2019,north
1897,1617,5/26/2019,south
1898,1638,5/26/2019,east
1899,1542,5/26/2019,west
1900,1590,5/27/2019,north
1901,1704,5/27/2019,south
1902,1680,5/27/2019,east
1903,1527,5/27/2019,west
1904,1635,5/28/2019,north
1905,1755,5/28/2019,south
1906,1560,5/28/2019,east
1907,1533,5/28/2019,west
1908,1599,5/29/2019,north
1909,1677,5/29/2019,south
1910,1581,5/29/2019,east
1911,1680,5/29/2019,west
1912,1692,5/30/2019,north
1913,1644,5/30/2019,south
1914,1716,5/30/2019,east
1915,1761,5/30/2019,west
1916,1716,5/31/2019,north
1917,1764,5/31/2019,south
1918,1677,5/31/2019,east
1919,1605,5/31/2019,west
1920,1680,6/1/2019,north
1921,1695,6/1/2019,south
1922,1548,6/1/2019,east
1923,1689,6/1/2019,west
1924,1755,6/2/2019,north
1925,1707,6/2/2019,south
1926,1557,6/2/2019,east
1927,1644,6/2/2019,west
1928,1719,6/3/2019,north
1929,1680,6/3/2019,south
