product,price,quantity,date,region
gold morsel,$9.99 ,461,02/10/2021,west
magenta morsel,$2.50 ,403,02/10/2021,north
magenta morsel,$2.50 ,472,02/10/2021,south
magenta morsel,$2.50 ,449,02/10/2021,east
magenta morsel,$2.50 ,412,02/10/2021,west
chartreuse morsel,$3.00 ,477,02/10/2021,north
chartreuse morsel,$3.00 ,417,02/10/2021,south
chartreuse morsel,$3.00 ,447,02/10/2021,east
chartreuse morsel,$3.00 ,407,02/10/2021,west
periwinkle morsel,$1.25 ,491,02/10/2021,north
periwinkle morsel,$1.25 ,420,02/10/2021,south
periwinkle morsel,$1.25 ,438,02/10/2021,east
periwinkle morsel,$1.25 ,500,02/10/2021,west
vermilion morsel,$4.99 ,494,02/10/2021,north
vermilion morsel,$4.99 ,467,02/10/2021,south
vermilion morsel,$4.99 ,458,02/10/2021,east
vermilion morsel,$4.99 ,466,02/10/2021,west
lapis morsel,$1.99 ,437,02/10/2021,north
lapis morsel,$1.99 ,410,02/10/2021,south
lapis morsel,$1.99 ,460,02/10/2021,east
lapis morsel,$1.99 ,422,02/10/2021,west
pink morsel,$5.00 ,464,02/11/2021,north
pink morsel,$5.00 ,470,02/11/2021,south
pink morsel,$5.00 ,417,02/11/2021,east
pink morsel,$5.00 ,432,02/11/2021,west
gold morsel,$9.99 ,410,02/11/2021,north
gold morsel,$9.99 ,440,02/11/2021,south
gold morsel,$9.99 ,468,02/11/2021,east
gold morsel,$9.99 ,456,02/11/2021,west
magenta morsel,$2.50 ,432,02/11/2021,north
magenta morsel,$2.50 ,443,02/11/2021,south
magenta morsel,$2.50 ,432,02/11/2021,east
magenta morsel,$2.50 ,480,02/11/2021,west
chartreuse morsel,$3.00 ,406,02/11/2021,north
chartreuse morsel,$3.00 ,478,02/11/2021,south
chartreuse morsel,$3.00 ,436,02/11/2021,east
chartreuse morsel,$3.00 ,435,02/11/2021,west
periwinkle morsel,$1.25 ,478,02/11/2021,north
periwinkle morsel,$1.25 ,444,02/11/2021,south
periwinkle morsel,$1.25 ,477,02/11/2021,east
periwinkle morsel,$1.25 ,449,02/11/2021,west
vermilion morsel,$4.99 ,408,02/11/2021,north
vermilion morsel,$4.99 ,499,02/11/2021,south
vermilion morsel,$4.99 ,484,02/11/2021,east
vermilion morsel,$4.99 ,449,02/11/2021,west
lapis morsel,$1.99 ,443,02/11/2021,north
lapis morsel,$1.99 ,477,02/11/2021,south
lapis morsel,$1.99 ,458,02/11/2021,east
lapis morsel,$1.99 ,489,02/11/2021,west
pink morsel,$5.00 ,475,02/12/2021,north
pink morsel,$5.00 ,446,02/12/2021,south
pink morsel,$5.00 ,446,02/12/2021,east
pink morsel,$5.00 ,426,02/12/2021,west
gold morsel,$9.99 ,424,02/12/2021,north
gold morsel,$9.99 ,492,02/12/2021,south
gold morsel,$9.99 ,425,02/12/2021,east
gold morsel,$9.99 ,407,02/12/2021,west
magenta morsel,$2.50 ,422,02/12/2021,north
magenta morsel,$2.50 ,451,02/12/2021,south
magenta morsel,$2.50 ,473,02/12/2021,east
magenta morsel,$2.50 ,482,02/12/2021,west
chartreuse morsel,$3.00 ,409,02/12/2021,north
chartreuse morsel,$3.00 ,455,02/12/2021,south
chartreuse morsel,$3.00 ,437,02/12/2021,east
chartreuse morsel,$3.00 ,462,02/12/2021,west
periwinkle morsel,$1.25 ,474,02/12/2021,north
periwinkle morsel,$1.25 ,499,02/12/2021,south
periwinkle morsel,$1.25 ,460,02/12/2021,east
periwinkle morsel,$1.25 ,405,02/12/2021,west
vermilion morsel,$4.99 ,442,02/12/2021,north
vermilion morsel,$4.99 ,430,02/12/2021,south
vermilion morsel,$4.99 ,414,02/12/2021,east
vermilion morsel,$4.99 ,497,02/12/2021,west
lapis morsel,$1.99 ,421,02/12/2021,north
lapis morsel,$1.99 ,470,02/12/2021,south
lapis morsel,$1.99 ,479,02/12/2021,east
lapis morsel,$1.99 ,413,02/12/2021,west
pink morsel,$5.00 ,485,02/13/2021,north
pink morsel,$5.00 ,493,02/13/2021,south
pink morsel,$5.00 ,421,02/13/2021,east
pink morsel,$5.00 ,497,02/13/2021,west
gold morsel,$9.99 ,490,02/13/2021,north
gold morsel,$9.99 ,451,02/13/2021,south
gold morsel,$9.99 ,474,02/13/2021,east
gold morsel,$9.99 ,466,02/13/2021,west
magenta morsel,$2.50 ,459,02/13/2021,north
magenta morsel,$2.50 ,433,02/13/2021,south
magenta morsel,$2.50 ,453,02/13/2021,east
magenta morsel,$2.50 ,422,02/13/2021,west
chartreuse morsel,$3.00 ,456,02/13/2021,north
chartreuse morsel,$3.00 ,427,02/13/2021,south
chartreuse morsel,$3.00 ,453,02/13/2021,east
chartreuse morsel,$3.00 ,480,02/13/2021,west
periwinkle morsel,$1.25 ,471,02/13/2021,north
periwinkle morsel,$1.25 ,467,02/13/2021,south
periwinkle morsel,$1.25 ,431,02/13/2021,east
periwinkle morsel,$1.25 ,484,02/13/2021,west
vermilion morsel,$4.99 ,438,02/13/2021,north
vermilion morsel,$4.99 ,475,02/13/2021,south
vermilion morsel,$4.99 ,422,02/13/2021,east
vermilion morsel,$4.99 ,474,02/13/2021,west
lapis morsel,$1.99 ,495,02/13/2021,north
lapis morsel,$1.99 ,447,02/13/2021,south
lapis morsel,$1.99 ,495,02/13/2021,east
lapis morsel,$1.99 ,489,02/13/2021,west
pink morsel,$5.00 ,468,02/14/2021,north
pink morsel,$5.00 ,448,02/14/2021,south
pink morsel,$5.00 ,457,02/14/2021,east
pink morsel,$5.00 ,475,02/14/2021,west
gold morsel,$9.99 ,452,02/14/2021,north
gold morsel,$9.99 ,474,02/14/2021,south
gold morsel,$9.99 ,499,02/14/2021,east
gold morsel,$9.99 ,471,02/14/2021,west
magenta morsel,$2.50 ,471,02/14/2021,north
magenta morsel,$2.50 ,444,02/14/2021,south
magenta morsel,$2.50 ,489,02/14/2021,east
magenta morsel,$2.50 ,416,02/14/2021,west
chartreuse morsel,$3.00 ,467,02/14/2021,north
chartreuse morsel,$3.00 ,469,02/14/2021,south
chartreuse morsel,$3.00 ,456,02/14/2021,east
chartreuse morsel,$3.00 ,412,02/14/2021,west
periwinkle morsel,$1.25 ,432,02/14/2021,north
periwinkle morsel,$1.25 ,476,02/14/2021,south
periwinkle morsel,$1.25 ,499,02/14/2021,east
periwinkle morsel,$1.25 ,436,02/14/2021,west
vermilion morsel,$4.99 ,428,02/14/2021,north
vermilion morsel,$4.99 ,401,02/14/2021,south
vermilion morsel,$4.99 ,415,02/14/2021,east
vermilion morsel,$4.99 ,433,02/14/2021,west
lapis morsel,$1.99 ,482,02/14/2021,north
lapis morsel,$1.99 ,442,02/14/2021,south
lapis morsel,$1.99 ,478,02/14/2021,east
lapis morsel,$1.99 ,422,02/14/2021,west
pink morsel,$5.00 ,422,02/15/2021,north
pink morsel,$5.00 ,465,02/15/2021,south
pink morsel,$5.00 ,453,02/15/2021,east
pink morsel,$5.00 ,435,02/15/2021,west
gold morsel,$9.99 ,457,02/15/2021,north
gold morsel,$9.99 ,440,02/15/2021,south
gold morsel,$9.99 ,458,02/15/2021,east
gold morsel,$9.99 ,407,02/15/2021,west
magenta morsel,$2.50 ,433,02/15/2021,north
magenta morsel,$2.50 ,405,02/15/2021,south
magenta morsel,$2.50 ,418,02/15/2021,east
magenta morsel,$2.50 ,419,02/15/2021,west
chartreuse morsel,$3.00 ,481,02/15/2021,north
chartreuse morsel,$3.00 ,412,02/15/2021,south
chartreuse morsel,$3.00 ,438,02/15/2021,east
chartreuse morsel,$3.00 ,474,02/15/2021,west
periwinkle morsel,$1.25 ,434,02/15/2021,north
periwinkle morsel,$1.25 ,455,02/15/2021,south
periwinkle morsel,$1.25 ,417,02/15/2021,east
periwinkle morsel,$1.25 ,500,02/15/2021,west
vermilion morsel,$4.99 ,444,02/15/2021,north
vermilion morsel,$4.99 ,498,02/15/2021,south
vermilion morsel,$4.99 ,465,02/15/2021,east
vermilion morsel,$4.99 ,447,02/15/2021,west
lapis morsel,$1.99 ,471,02/15/2021,north
lapis morsel,$1.99 ,417,02/15/2021,south
lapis morsel,$1.99 ,400,02/15/2021,east
lapis morsel,$1.99 ,427,02/15/2021,west
pink morsel,$5.00 ,459,02/16/2021,north
pink morsel,$5.00 ,450,02/16/2021,south
pink morsel,$5.00 ,436,02/16/2021,east
pink morsel,$5.00 ,493,02/16/2021,west
gold morsel,$9.99 ,427,02/16/2021,north
gold morsel,$9.99 ,430,02/16/2021,south
gold morsel,$9.99 ,411,02/16/2021,east
gold morsel,$9.99 ,476,02/16/2021,west
magenta morsel,$2.50 ,463,02/16/2021,north
magenta morsel,$2.50 ,415,02/16/2021,south
magenta morsel,$2.50 ,413,02/16/2021,east
magenta morsel,$2.50 ,481,02/16/2021,west
chartreuse morsel,$3.00 ,482,02/16/2021,north
chartreuse morsel,$3.00 ,408,02/16/2021,south
chartreuse morsel,$3.00 ,470,02/16/2021,east
chartreuse morsel,$3.00 ,484,02/16/2021,west
periwinkle morsel,$1.25 ,404,02/16/2021,north
periwinkle morsel,$1.25 ,419,02/16/2021,south
periwinkle morsel,$1.25 ,426,02/16/2021,east
periwinkle morsel,$1.25 ,494,02/16/2021,west
vermilion morsel,$4.99 ,426,02/16/2021,north
vermilion morsel,$4.99 ,430,02/16/2021,south
vermilion morsel,$4.99 ,500,02/16/2021,east
vermilion morsel,$4.99 ,452,02/16/2021,west
lapis morsel,$1.99 ,462,02/16/2021,north
lapis morsel,$1.99 ,493,02/16/2021,south
lapis morsel,$1.99 ,438,02/16/2021,east
lapis morsel,$1.99 ,449,02/16/2021,west
pink morsel,$5.00 ,476,02/17/2021,north
pink morsel,$5.00 ,426,02/17/2021,south
pink morsel,$5.00 ,470,02/17/2021,east
pink morsel,$5.00 ,494,02/17/2021,west
gold morsel,$9.99 ,405,02/17/2021,north
gold morsel,$9.99 ,477,02/17/2021,south
gold morsel,$9.99 ,487,02/17/2021,east
gold morsel,$9.99 ,437,02/17/2021,west
magenta morsel,$2.50 ,477,02/17/2021,north
magenta morsel,$2.50 ,432,02/17/2021,south
magenta morsel,$2.50 ,457,02/17/2021,east
magenta morsel,$2.50 ,466,02/17/2021,west
chartreuse morsel,$3.00 ,440,02/17/2021,north
chartreuse morsel,$3.00 ,459,02/17/2021,south
chartreuse morsel,$3.00 ,440,02/17/2021,east
chartreuse morsel,$3.00 ,422,02/17/2021,west
periwinkle morsel,$1.25 ,461,02/17/2021,north
periwinkle morsel,$1.25 ,414,02/17/2021,south
periwinkle morsel,$1.25 ,430,02/17/2021,east
periwinkle morsel,$1.25 ,441,02/17/2021,west
vermilion morsel,$4.99 ,425,02/17/2021,north
vermilion morsel,$4.99 ,420,02/17/2021,south
vermilion morsel,$4.99 ,400,02/17/2021,east
vermilion morsel,$4.99 ,471,02/17/2021,west
lapis morsel,$1.99 ,494,02/17/2021,north
lapis morsel,$1.99 ,453,02/17/2021,south
lapis morsel,$1.99 ,441,02/17/2021,east
lapis morsel,$1.99 ,487,02/17/2021,west
pink morsel,$5.00 ,401,02/18/2021,north
pink morsel,$5.00 ,425,02/18/2021,south
pink morsel,$5.00 ,496,02/18/2021,east
pink morsel,$5.00 ,448,02/18/2021,west
gold morsel,$9.99 ,422,02/18/2021,north
gold morsel,$9.99 ,414,02/18/2021,south
gold morsel,$9.99 ,443,02/18/2021,east
gold morsel,$9.99 ,432,02/18/2021,west
magenta morsel,$2.50 ,451,02/18/2021,north
magenta morsel,$2.50 ,408,02/18/2021,south
magenta morsel,$2.50 ,418,02/18/2021,east
magenta morsel,$2.50 ,442,02/18/2021,west
chartreuse morsel,$3.00 ,476,02/18/2021,north
chartreuse morsel,$3.00 ,401,02/18/2021,south
chartreuse morsel,$3.00 ,478,02/18/2021,east
chartreuse morsel,$3.00 ,417,02/18/2021,west
periwinkle morsel,$1.25 ,492,02/18/2021,north
periwinkle morsel,$1.25 ,495,02/18/2021,south
periwinkle morsel,$1.25 ,440,02/18/2021,east
periwinkle morsel,$1.25 ,498,02/18/2021,west
vermilion morsel,$4.99 ,442,02/18/2021,north
vermilion morsel,$4.99 ,406,02/18/2021,south
vermilion morsel,$4.99 ,487,02/18/2021,east
vermilion morsel,$4.99 ,436,02/18/2021,west
lapis morsel,$1.99 ,444,02/18/2021,north
lapis morsel,$1.99 ,441,02/18/2021,south
lapis morsel,$1.99 ,402,02/18/2021,east
lapis morsel,$1.99 ,479,02/18/2021,west
pink morsel,$5.00 ,425,02/19/2021,north
pink morsel,$5.00 ,485,02/19/2021,south
pink morsel,$5.00 ,410,02/19/2021,east
pink morsel,$5.00 ,409,02/19/2021,west
gold morsel,$9.99 ,443,02/19/2021,north
gold morsel,$9.99 ,478,02/19/2021,south
gold morsel,$9.99 ,472,02/19/2021,east
gold morsel,$9.99 ,406,02/19/2021,west
magenta morsel,$2.50 ,410,02/19/2021,north
magenta morsel,$2.50 ,441,02/19/2021,south
magenta morsel,$2.50 ,460,02/19/2021,east
magenta morsel,$2.50 ,425,02/19/2021,west
chartreuse morsel,$3.00 ,410,02/19/2021,north
chartreuse morsel,$3.00 ,479,02/19/2021,south
chartreuse morsel,$3.00 ,415,02/19/2021,east
chartreuse morsel,$3.00 ,427,02/19/2021,west
periwinkle morsel,$1.25 ,435,02/19/2021,north
periwinkle morsel,$1.25 ,463,02/19/2021,south
periwinkle morsel,$1.25 ,452,02/19/2021,east
periwinkle morsel,$1.25 ,479,02/19/2021,west
vermilion morsel,$4.99 ,446,02/19/2021,north
vermilion morsel,$4.99 ,422,02/19/2021,south
vermilion morsel,$4.99 ,477,02/19/2021,east
vermilion morsel,$4.99 ,484,02/19/2021,west
lapis morsel,$1.99 ,408,02/19/2021,north
lapis morsel,$1.99 ,452,02/19/2021,south
lapis morsel,$1.99 ,462,02/19/2021,east
lapis morsel,$1.99 ,438,02/19/2021,west
pink morsel,$5.00 ,452,02/20/2021,north
pink morsel,$5.00 ,421,02/20/2021,south
pink morsel,$5.00 ,484,02/20/2021,east
pink morsel,$5.00 ,480,02/20/2021,west
gold morsel,$9.99 ,495,02/20/2021,north
gold morsel,$9.99 ,461,02/20/2021,south
gold morsel,$9.99 ,470,02/20/2021,east
gold morsel,$9.99 ,492,02/20/2021,west
magenta morsel,$2.50 ,487,02/20/2021,north
magenta morsel,$2.50 ,449,02/20/2021,south
magenta morsel,$2.50 ,448,02/20/2021,east
magenta morsel,$2.50 ,457,02/20/2021,west
chartreuse morsel,$3.00 ,430,02/20/2021,north
chartreuse morsel,$3.00 ,446,02/20/2021,south
chartreuse morsel,$3.00 ,423,02/20/2021,east
chartreuse morsel,$3.00 ,472,02/20/2021,west
periwinkle morsel,$1.25 ,417,02/20/2021,north
periwinkle morsel,$1.25 ,462,02/20/2021,south
periwinkle morsel,$1.25 ,488,02/20/2021,east
periwinkle morsel,$1.25 ,475,02/20/2021,west
vermilion morsel,$4.99 ,499,02/20/2021,north
vermilion morsel,$4.99 ,417,02/20/2021,south
vermilion morsel,$4.99 ,441,02/20/2021,east
vermilion morsel,$4.99 ,435,02/20/2021,west
lapis morsel,$1.99 ,450,02/20/2021,north
lapis morsel,$1.99 ,405,02/20/2021,south
lapis morsel,$1.99 ,403,02/20/2021,east
lapis morsel,$1.99 ,458,02/20/2021,west
pink morsel,$5.00 ,469,02/21/2021,north
pink morsel,$5.00 ,408,02/21/2021,south
pink morsel,$5.00 ,434,02/21/2021,east
pink morsel,$5.00 ,489,02/21/2021,west
gold morsel,$9.99 ,429,02/21/2021,north
gold morsel,$9.99 ,482,02/21/2021,south
gold morsel,$9.99 ,448,02/21/2021,east
gold morsel,$9.99 ,448,02/21/2021,west
magenta morsel,$2.50 ,498,02/21/2021,north
magenta morsel,$2.50 ,450,02/21/2021,south
magenta morsel,$2.50 ,409,02/21/2021,east
magenta morsel,$2.50 ,450,02/21/2021,west
chartreuse morsel,$3.00 ,407,02/21/2021,north
chartreuse morsel,$3.00 ,419,02/21/2021,south
chartreuse morsel,$3.00 ,496,02/21/2021,east
chartreuse morsel,$3.00 ,434,02/21/2021,west
periwinkle morsel,$1.25 ,499,02/21/2021,north
periwinkle morsel,$1.25 ,457,02/21/2021,south
periwinkle morsel,$1.25 ,435,02/21/2021,east
periwinkle morsel,$1.25 ,498,02/21/2021,west
vermilion morsel,$4.99 ,438,02/21/2021,north
vermilion morsel,$4.99 ,489,02/21/2021,south
vermilion morsel,$4.99 ,452,02/21/2021,east
vermilion morsel,$4.99 ,433,02/21/2021,west
lapis morsel,$1.99 ,463,02/21/2021,north
lapis morsel,$1.99 ,409,02/21/2021,south
lapis morsel,$1.99 ,457,02/21/2021,east
lapis morsel,$1.99 ,486,02/21/2021,west
pink morsel,$5.00 ,429,02/22/2021,north
pink morsel,$5.00 ,410,02/22/2021,south
pink morsel,$5.00 ,440,02/22/2021,east
pink morsel,$5.00 ,428,02/22/2021,west
gold morsel,$9.99 ,492,02/22/2021,north
gold morsel,$9.99 ,477,02/22/2021,south
gold morsel,$9.99 ,428,02/22/2021,east
gold morsel,$9.99 ,490,02/22/2021,west
magenta morsel,$2.50 ,428,02/22/2021,north
magenta morsel,$2.50 ,426,02/22/2021,south
magenta morsel,$2.50 ,489,02/22/2021,east
magenta morsel,$2.50 ,407,02/22/2021,west
chartreuse morsel,$3.00 ,494,02/22/2021,north
chartreuse morsel,$3.00 ,431,02/22/2021,south
chartreuse morsel,$3.00 ,468,02/22/2021,east
chartreuse morsel,$3.00 ,422,02/22/2021,west
periwinkle morsel,$1.25 ,500,02/22/2021,north
periwinkle morsel,$1.25 ,410,02/22/2021,south
periwinkle morsel,$1.25 ,438,02/22/2021,east
periwinkle morsel,$1.25 ,458,02/22/2021,west
vermilion morsel,$4.99 ,408,02/22/2021,north
vermilion morsel,$4.99 ,422,02/22/2021,south
vermilion morsel,$4.99 ,456,02/22/2021,east
vermilion morsel,$4.99 ,447,02/22/2021,west
lapis morsel,$1.99 ,444,02/22/2021,north
lapis morsel,$1.99 ,494,02/22/2021,south
lapis morsel,$1.99 ,495,02/22/2021,east
lapis morsel,$1.99 ,473,02/22/2021,west
pink morsel,$5.00 ,498,02/23/2021,north
pink morsel,$5.00 ,474,02/23/2021,south
pink morsel,$5.00 ,411,02/23/2021,east
pink morsel,$5.00 ,476,02/23/2021,west
gold morsel,$9.99 ,415,02/23/2021,north
gold morsel,$9.99 ,480,02/23/2021,south
gold morsel,$9.99 ,473,02/23/2021,east
gold morsel,$9.99 ,411,02/23/2021,west
magenta morsel,$2.50 ,486,02/23/2021,north
magenta morsel,$2.50 ,419,02/23/2021,south
magenta morsel,$2.50 ,500,02/23/2021,east
magenta morsel,$2.50 ,490,02/23/2021,west
chartreuse morsel,$3.00 ,480,02/23/2021,north
chartreuse morsel,$3.00 ,425,02/23/2021,south
chartreuse morsel,$3.00 ,430,02/23/2021,east
chartreuse morsel,$3.00 ,458,02/23/2021,west
periwinkle morsel,$1.25 ,465,02/23/2021,north
periwinkle morsel,$1.25 ,440,02/23/2021,south
periwinkle morsel,$1.25 ,494,02/23/2021,east
periwinkle morsel,$1.25 ,473,02/23/2021,west
vermilion morsel,$4.99 ,456,02/23/2021,north
vermilion morsel,$4.99 ,418,02/23/2021,south
vermilion morsel,$4.99 ,462,02/23/2021,east
vermilion morsel,$4.99 ,457,02/23/2021,west
lapis morsel,$1.99 ,410,02/23/2021,north
lapis morsel,$1.99 ,431,02/23/2021,south
lapis morsel,$1.99 ,468,02/23/2021,east
lapis morsel,$1.99 ,456,02/23/2021,west
pink morsel,$5.00 ,466,02/24/2021,north
pink morsel,$5.00 ,484,02/24/2021,south
pink morsel,$5.00 ,447,02/24/2021,east
pink morsel,$5.00 ,409,02/24/2021,west
gold morsel,$9.99 ,427,02/24/2021,north
gold morsel,$9.99 ,410,02/24/2021,south
gold morsel,$9.99 ,444,02/24/2021,east
gold morsel,$9.99 ,474,02/24/2021,west
magenta morsel,$2.50 ,428,02/24/2021,north
magenta morsel,$2.50 ,480,02/24/2021,south
magenta morsel,$2.50 ,437,02/24/2021,east
magenta morsel,$2.50 ,455,02/24/2021,west
chartreuse morsel,$3.00 ,425,02/24/2021,north
chartreuse morsel,$3.00 ,434,02/24/2021,south
chartreuse morsel,$3.00 ,407,02/24/2021,east
chartreuse morsel,$3.00 ,416,02/24/2021,west
periwinkle morsel,$1.25 ,475,02/24/2021,north
periwinkle morsel,$1.25 ,470,02/24/2021,south
periwinkle morsel,$1.25 ,491,02/24/2021,east
periwinkle morsel,$1.25 ,403,02/24/2021,west
vermilion morsel,$4.99 ,435,02/24/2021,north
vermilion morsel,$4.99 ,484,02/24/2021,south
vermilion morsel,$4.99 ,425,02/24/2021,east
vermilion morsel,$4.99 ,402,02/24/2021,west
lapis morsel,$1.99 ,443,02/24/2021,north
lapis morsel,$1.99 ,465,02/24/2021,south
lapis morsel,$1.99 ,449,02/24/2021,east
lapis morsel,$1.99 ,414,02/24/2021,west
pink morsel,$5.00 ,441,02/25/2021,north
pink morsel,$5.00 ,413,02/25/2021,south
pink morsel,$5.00 ,460,02/25/2021,east
pink morsel,$5.00 ,407,02/25/2021,west
gold morsel,$9.99 ,415,02/25/2021,north
gold morsel,$9.99 ,445,02/25/2021,south
gold morsel,$9.99 ,456,02/25/2021,east
gold morsel,$9.99 ,458,02/25/2021,west
magenta morsel,$2.50 ,479,02/25/2021,north
magenta morsel,$2.50 ,494,02/25/2021,south
magenta morsel,$2.50 ,433,02/25/2021,east
magenta morsel,$2.50 ,485,02/25/2021,west
chartreuse morsel,$3.00 ,466,02/25/2021,north
chartreuse morsel,$3.00 ,480,02/25/2021,south
chartreuse morsel,$3.00 ,471,02/25/2021,east
chartreuse morsel,$3.00 ,416,02/25/2021,west
periwinkle morsel,$1.25 ,419,02/25/2021,north
periwinkle morsel,$1.25 ,416,02/25/2021,south
periwinkle morsel,$1.25 ,470,02/25/2021,east
periwinkle morsel,$1.25 ,405,02/25/2021,west
vermilion morsel,$4.99 ,475,02/25/2021,north
vermilion morsel,$4.99 ,400,02/25/2021,south
vermilion morsel,$4.99 ,412,02/25/2021,east
vermilion morsel,$4.99 ,469,02/25/2021,west
lapis morsel,$1.99 ,424,02/25/2021,north
lapis morsel,$1.99 ,418,02/25/2021,south
lapis morsel,$1.99 ,449,02/25/2021,east
lapis morsel,$1.99 ,477,02/25/2021,west
pink morsel,$5.00 ,491,02/26/2021,north
pink morsel,$5.00 ,470,02/26/2021,south
pink morsel,$5.00 ,454,02/26/2021,east
pink morsel,$5.00 ,463,02/26/2021,west
gold morsel,$9.99 ,469,02/26/2021,north
gold morsel,$9.99 ,423,02/26/2021,south
gold morsel,$9.99 ,477,02/26/2021,east
gold morsel,$9.99 ,473,02/26/2021,west
magenta morsel,$2.50 ,401,02/26/2021,north
magenta morsel,$2.50 ,429,02/26/2021,south
magenta morsel,$2.50 ,406,02/26/2021,east
magenta morsel,$2.50 ,476,02/26/2021,west
chartreuse morsel,$3.00 ,407,02/26/2021,north
chartreuse morsel,$3.00 ,417,02/26/2021,south
chartreuse morsel,$3.00 ,432,02/26/2021,east
chartreuse morsel,$3.00 ,445,02/26/2021,west
periwinkle morsel,$1.25 ,474,02/26/2021,north
periwinkle morsel,$1.25 ,460,02/26/2021,south
periwinkle morsel,$1.25 ,467,02/26/2021,east
periwinkle morsel,$1.25 ,500,02/26/2021,west
vermilion morsel,$4.99 ,472,02/26/2021,north
vermilion morsel,$4.99 ,498,02/26/2021,south
vermilion morsel,$4.99 ,437,02/26/2021,east
vermilion morsel,$4.99 ,441,02/26/2021,west
lapis morsel,$1.99 ,495,02/26/2021,north
lapis morsel,$1.99 ,486,02/26/2021,south
lapis morsel,$1.99 ,462,02/26/2021,east
lapis morsel,$1.99 ,499,02/26/2021,west
pink morsel,$5.00 ,400,02/27/2021,north
pink morsel,$5.00 ,461,02/27/2021,south
pink morsel,$5.00 ,430,02/27/2021,east
pink morsel,$5.00 ,461,02/27/2021,west
gold morsel,$9.99 ,496,02/27/2021,north
gold morsel,$9.99 ,428,02/27/2021,south
gold morsel,$9.99 ,422,02/27/2021,east
gold morsel,$9.99 ,462,02/27/2021,west
magenta morsel,$2.50 ,487,02/27/2021,north
magenta morsel,$2.50 ,425,02/27/2021,south
magenta morsel,$2.50 ,440,02/27/2021,east
magenta morsel,$2.50 ,473,02/27/2021,west
chartreuse morsel,$3.00 ,410,02/27/2021,north
chartreuse morsel,$3.00 ,496,02/27/2021,south
chartreuse morsel,$3.00 ,412,02/27/2021,east
chartreuse morsel,$3.00 ,426,02/27/2021,west
periwinkle morsel,$1.25 ,440,02/27/2021,north
periwinkle morsel,$1.25 ,491,02/27/2021,south
periwinkle morsel,$1.25 ,422,02/27/2021,east
periwinkle morsel,$1.25 ,407,02/27/2021,west
vermilion morsel,$4.99 ,489,02/27/2021,north
vermilion morsel,$4.99 ,459,02/27/2021,south
vermilion morsel,$4.99 ,440,02/27/2021,east
vermilion morsel,$4.99 ,485,02/27/2021,west
lapis morsel,$1.99 ,472,02/27/2021,north
lapis morsel,$1.99 ,402,02/27/2021,south
lapis morsel,$1.99 ,431,02/27/2021,east
lapis morsel,$1.99 ,429,02/27/2021,west
pink morsel,$5.00 ,429,02/28/2021,north
pink morsel,$5.00 ,431,02/28/2021,south
pink morsel,$5.00 ,458,02/28/2021,east
pink morsel,$5.00 ,431,02/28/2021,west
gold morsel,$9.99 ,479,02/28/2021,north
gold morsel,$9.99 ,436,02/28/2021,south
gold morsel,$9.99 ,435,02/28/2021,east
gold morsel,$9.99 ,457,02/28/2021,west
magenta morsel,$2.50 ,463,02/28/2021,north
magenta morsel,$2.50 ,412,02/28/2021,south
magenta morsel,$2.50 ,432,02/28/2021,east
magenta morsel,$2.50 ,465,02/28/2021,west
chartreuse morsel,$3.00 ,466,02/28/2021,north
chartreuse morsel,$3.00 ,475,02/28/2021,south
chartreuse morsel,$3.00 ,494,02/28/2021,east
chartreuse morsel,$3.00 ,412,02/28/2021,west
periwinkle morsel,$1.25 ,416,02/28/2021,north
periwinkle morsel,$1.25 ,434,02/28/2021,south
periwinkle morsel,$1.25 ,498,02/28/2021,east
periwinkle morsel,$1.25 ,430,02/28/2021,west
vermilion morsel,$4.99 ,485,02/28/2021,north
vermilion morsel,$4.99 ,414,02/28/2021,south
vermilion morsel,$4.99 ,489,02/28/2021,east
vermilion morsel,$4.99 ,475,02/28/2021,west
lapis morsel,$1.99 ,474,02/28/2021,north
lapis morsel,$1.99 ,465,02/28/2021,south
lapis morsel,$1.99 ,439,02/28/2021,east
lapis morsel,$1.99 ,487,02/28/2021,west
pink morsel,$5.00 ,472,03/01/2021,north
pink morsel,$5.00 ,486,03/01/2021,south
pink morsel,$5.00 ,437,03/01/2021,east
pink morsel,$5.00 ,449,03/01/2021,west
gold morsel,$9.99 ,428,03/01/2021,north
gold morsel,$9.99 ,497,03/01/2021,south
gold morsel,$9.99 ,403,03/01/2021,east
gold morsel,$9.99 ,455,03/01/2021,west
magenta morsel,$2.50 ,463,03/01/2021,north
magenta morsel,$2.50 ,443,03/01/2021,south
magenta morsel,$2.50 ,482,03/01/2021,east
magenta morsel,$2.50 ,411,03/01/2021,west
chartreuse morsel,$3.00 ,484,03/01/2021,north
chartreuse morsel,$3.00 ,443,03/01/2021,south
chartreuse morsel,$3.00 ,434,03/01/2021,east
chartreuse morsel,$3.00 ,438,03/01/2021,west
periwinkle morsel,$1.25 ,437,03/01/2021,north
periwinkle morsel,$1.25 ,486,03/01/2021,south
periwinkle morsel,$1.25 ,498,03/01/2021,east
periwinkle morsel,$1.25 ,472,03/01/2021,west
vermilion morsel,$4.99 ,460,03/01/2021,north
vermilion morsel,$4.99 ,491,03/01/2021,south
vermilion morsel,$4.99 ,498,03/01/2021,east
vermilion morsel,$4.99 ,475,03/01/2021,west
