product,price,quantity,date,region
gold morsel,$9.99 ,529,9/8/2019,east
gold morsel,$9.99 ,518,9/8/2019,west
magenta morsel,$2.50 ,542,9/8/2019,north
magenta morsel,$2.50 ,530,9/8/2019,south
magenta morsel,$2.50 ,598,9/8/2019,east
magenta morsel,$2.50 ,568,9/8/2019,west
chartreuse morsel,$3.00 ,509,9/8/2019,north
chartreuse morsel,$3.00 ,578,9/8/2019,south
chartreuse morsel,$3.00 ,598,9/8/2019,east
chartreuse morsel,$3.00 ,517,9/8/2019,west
periwinkle morsel,$1.25 ,547,9/8/2019,north
periwinkle morsel,$1.25 ,524,9/8/2019,south
periwinkle morsel,$1.25 ,522,9/8/2019,east
periwinkle morsel,$1.25 ,535,9/8/2019,west
vermilion morsel,$4.99 ,521,9/8/2019,north
vermilion morsel,$4.99 ,570,9/8/2019,south
vermilion morsel,$4.99 ,564,9/8/2019,east
vermilion morsel,$4.99 ,555,9/8/2019,west
lapis morsel,$1.99 ,577,9/8/2019,north
lapis morsel,$1.99 ,593,9/8/2019,south
lapis morsel,$1.99 ,571,9/8/2019,east
lapis morsel,$1.99 ,512,9/8/2019,west
pink morsel,$3.00 ,558,9/9/2019,north
pink morsel,$3.00 ,599,9/9/2019,south
pink morsel,$3.00 ,591,9/9/2019,east
pink morsel,$3.00 ,532,9/9/2019,west
gold morsel,$9.99 ,583,9/9/2019,north
gold morsel,$9.99 ,526,9/9/2019,south
gold morsel,$9.99 ,562,9/9/2019,east
gold morsel,$9.99 ,591,9/9/2019,west
magenta morsel,$2.50 ,544,9/9/2019,north
magenta morsel,$2.50 ,524,9/9/2019,south
magenta morsel,$2.50 ,519,9/9/2019,east
magenta morsel,$2.50 ,586,9/9/2019,west
chartreuse morsel,$3.00 ,558,9/9/2019,north
chartreuse morsel,$3.00 ,513,9/9/2019,south
chartreuse morsel,$3.00 ,506,9/9/2019,east
chartreuse morsel,$3.00 ,502,9/9/2019,west
periwinkle morsel,$1.25 ,519,9/9/2019,north
periwinkle morsel,$1.25 ,517,9/9/2019,south
periwinkle morsel,$1.25 ,559,9/9/2019,east
periwinkle morsel,$1.25 ,508,9/9/2019,west
vermilion morsel,$4.99 ,585,9/9/2019,north
vermilion morsel,$4.99 ,528,9/9/2019,south
vermilion morsel,$4.99 ,578,9/9/2019,east
vermilion morsel,$4.99 ,567,9/9/2019,west
lapis morsel,$1.99 ,600,9/9/2019,north
lapis morsel,$1.99 ,591,9/9/2019,south
lapis morsel,$1.99 ,532,9/9/2019,east
lapis morsel,$1.99 ,550,9/9/2019,west
pink morsel,$3.00 ,539,9/10/2019,north
pink morsel,$3.00 ,588,9/10/2019,south
pink morsel,$3.00 ,544,9/10/2019,east
pink morsel,$3.00 ,502,9/10/2019,west
gold morsel,$9.99 ,506,9/10/2019,north
gold morsel,$9.99 ,511,9/10/2019,south
gold morsel,$9.99 ,574,9/10/2019,east
gold morsel,$9.99 ,584,9/10/2019,west
magenta morsel,$2.50 ,585,9/10/2019,north
magenta morsel,$2.50 ,529,9/10/2019,south
magenta morsel,$2.50 ,597,9/10/2019,east
magenta morsel,$2.50 ,522,9/10/2019,west
chartreuse morsel,$3.00 ,595,9/10/2019,north
chartreuse morsel,$3.00 ,590,9/10/2019,south
chartreuse morsel,$3.00 ,582,9/10/2019,east
chartreuse morsel,$3.00 ,576,9/10/2019,west
periwinkle morsel,$1.25 ,588,9/10/2019,north
periwinkle morsel,$1.25 ,523,9/10/2019,south
periwinkle morsel,$1.25 ,525,9/10/2019,east
periwinkle morsel,$1.25 ,597,9/10/2019,west
vermilion morsel,$4.99 ,551,9/10/2019,north
vermilion morsel,$4.99 ,545,9/10/2019,south
vermilion morsel,$4.99 ,587,9/10/2019,east
vermilion morsel,$4.99 ,573,9/10/2019,west
lapis morsel,$1.99 ,571,9/10/2019,north
lapis morsel,$1.99 ,595,9/10/2019,south
lapis morsel,$1.99 ,509,9/10/2019,east
lapis morsel,$1.99 ,551,9/10/2019,west
pink morsel,$3.00 ,511,9/11/2019,north
pink morsel,$3.00 ,559,9/11/2019,south
pink morsel,$3.00 ,582,9/11/2019,east
pink morsel,$3.00 ,556,9/11/2019,west
gold morsel,$9.99 ,501,9/11/2019,north
gold morsel,$9.99 ,592,9/11/2019,south
gold morsel,$9.99 ,597,9/11/2019,east
gold morsel,$9.99 ,595,9/11/2019,west
magenta morsel,$2.50 ,518,9/11/2019,north
magenta morsel,$2.50 ,591,9/11/2019,south
magenta morsel,$2.50 ,505,9/11/2019,east
magenta morsel,$2.50 ,535,9/11/2019,west
chartreuse morsel,$3.00 ,548,9/11/2019,north
chartreuse morsel,$3.00 ,527,9/11/2019,south
chartreuse morsel,$3.00 ,570,9/11/2019,east
chartreuse morsel,$3.00 ,571,9/11/2019,west
periwinkle morsel,$1.25 ,558,9/11/2019,north
periwinkle morsel,$1.25 ,541,9/11/2019,south
periwinkle morsel,$1.25 ,551,9/11/2019,east
periwinkle morsel,$1.25 ,588,9/11/2019,west
vermilion morsel,$4.99 ,583,9/11/2019,north
vermilion morsel,$4.99 ,584,9/11/2019,south
vermilion morsel,$4.99 ,594,9/11/2019,east
vermilion morsel,$4.99 ,565,9/11/2019,west
lapis morsel,$1.99 ,541,9/11/2019,north
lapis morsel,$1.99 ,514,9/11/2019,south
lapis morsel,$1.99 ,598,9/11/2019,east
lapis morsel,$1.99 ,589,9/11/2019,west
pink morsel,$3.00 ,599,9/12/2019,north
pink morsel,$3.00 ,515,9/12/2019,south
pink morsel,$3.00 ,567,9/12/2019,east
pink morsel,$3.00 ,526,9/12/2019,west
gold morsel,$9.99 ,550,9/12/2019,north
gold morsel,$9.99 ,523,9/12/2019,south
gold morsel,$9.99 ,532,9/12/2019,east
gold morsel,$9.99 ,572,9/12/2019,west
magenta morsel,$2.50 ,567,9/12/2019,north
magenta morsel,$2.50 ,574,9/12/2019,south
magenta morsel,$2.50 ,565,9/12/2019,east
magenta morsel,$2.50 ,503,9/12/2019,west
chartreuse morsel,$3.00 ,549,9/12/2019,north
chartreuse morsel,$3.00 ,551,9/12/2019,south
chartreuse morsel,$3.00 ,545,9/12/2019,east
chartreuse morsel,$3.00 ,580,9/12/2019,west
periwinkle morsel,$1.25 ,558,9/12/2019,north
periwinkle morsel,$1.25 ,508,9/12/2019,south
periwinkle morsel,$1.25 ,578,9/12/2019,east
periwinkle morsel,$1.25 ,518,9/12/2019,west
vermilion morsel,$4.99 ,572,9/12/2019,north
vermilion morsel,$4.99 ,600,9/12/2019,south
vermilion morsel,$4.99 ,527,9/12/2019,east
vermilion morsel,$4.99 ,583,9/12/2019,west
lapis morsel,$1.99 ,582,9/12/2019,north
lapis morsel,$1.99 ,551,9/12/2019,south
lapis morsel,$1.99 ,583,9/12/2019,east
lapis morsel,$1.99 ,552,9/12/2019,west
pink morsel,$3.00 ,542,9/13/2019,north
pink morsel,$3.00 ,504,9/13/2019,south
pink morsel,$3.00 ,596,9/13/2019,east
pink morsel,$3.00 ,557,9/13/2019,west
gold morsel,$9.99 ,532,9/13/2019,north
gold morsel,$9.99 ,599,9/13/2019,south
gold morsel,$9.99 ,534,9/13/2019,east
gold morsel,$9.99 ,571,9/13/2019,west
magenta morsel,$2.50 ,557,9/13/2019,north
magenta morsel,$2.50 ,595,9/13/2019,south
magenta morsel,$2.50 ,581,9/13/2019,east
magenta morsel,$2.50 ,582,9/13/2019,west
chartreuse morsel,$3.00 ,549,9/13/2019,north
chartreuse morsel,$3.00 ,555,9/13/2019,south
chartreuse morsel,$3.00 ,588,9/13/2019,east
chartreuse morsel,$3.00 ,574,9/13/2019,west
periwinkle morsel,$1.25 ,573,9/13/2019,north
periwinkle morsel,$1.25 ,550,9/13/2019,south
periwinkle morsel,$1.25 ,598,9/13/2019,east
periwinkle morsel,$1.25 ,540,9/13/2019,west
vermilion morsel,$4.99 ,520,9/13/2019,north
vermilion morsel,$4.99 ,576,9/13/2019,south
vermilion morsel,$4.99 ,534,9/13/2019,east
vermilion morsel,$4.99 ,553,9/13/2019,west
lapis morsel,$1.99 ,526,9/13/2019,north
lapis morsel,$1.99 ,530,9/13/2019,south
lapis morsel,$1.99 ,578,9/13/2019,east
lapis morsel,$1.99 ,501,9/13/2019,west
pink morsel,$3.00 ,576,9/14/2019,north
pink morsel,$3.00 ,551,9/14/2019,south
pink morsel,$3.00 ,548,9/14/2019,east
pink morsel,$3.00 ,578,9/14/2019,west
gold morsel,$9.99 ,555,9/14/2019,north
gold morsel,$9.99 ,512,9/14/2019,south
gold morsel,$9.99 ,517,9/14/2019,east
gold morsel,$9.99 ,500,9/14/2019,west
magenta morsel,$2.50 ,515,9/14/2019,north
magenta morsel,$2.50 ,581,9/14/2019,south
magenta morsel,$2.50 ,563,9/14/2019,east
magenta morsel,$2.50 ,564,9/14/2019,west
chartreuse morsel,$3.00 ,570,9/14/2019,north
chartreuse morsel,$3.00 ,597,9/14/2019,south
chartreuse morsel,$3.00 ,560,9/14/2019,east
chartreuse morsel,$3.00 ,597,9/14/2019,west
periwinkle morsel,$1.25 ,545,9/14/2019,north
periwinkle morsel,$1.25 ,533,9/14/2019,south
periwinkle morsel,$1.25 ,545,9/14/2019,east
periwinkle morsel,$1.25 ,573,9/14/2019,west
vermilion morsel,$4.99 ,537,9/14/2019,north
vermilion morsel,$4.99 ,536,9/14/2019,south
vermilion morsel,$4.99 ,508,9/14/2019,east
vermilion morsel,$4.99 ,517,9/14/2019,west
lapis morsel,$1.99 ,582,9/14/2019,north
lapis morsel,$1.99 ,548,9/14/2019,south
lapis morsel,$1.99 ,560,9/14/2019,east
lapis morsel,$1.99 ,508,9/14/2019,west
pink morsel,$3.00 ,582,9/15/2019,north
pink morsel,$3.00 ,508,9/15/2019,south
pink morsel,$3.00 ,537,9/15/2019,east
pink morsel,$3.00 ,542,9/15/2019,west
gold morsel,$9.99 ,594,9/15/2019,north
gold morsel,$9.99 ,569,9/15/2019,south
gold morsel,$9.99 ,580,9/15/2019,east
gold morsel,$9.99 ,579,9/15/2019,west
magenta morsel,$2.50 ,538,9/15/2019,north
magenta morsel,$2.50 ,543,9/15/2019,south
magenta morsel,$2.50 ,524,9/15/2019,east
magenta morsel,$2.50 ,583,9/15/2019,west
chartreuse morsel,$3.00 ,586,9/15/2019,north
chartreuse morsel,$3.00 ,519,9/15/2019,south
chartreuse morsel,$3.00 ,529,9/15/2019,east
chartreuse morsel,$3.00 ,509,9/15/2019,west
periwinkle morsel,$1.25 ,577,9/15/2019,north
periwinkle morsel,$1.25 ,584,9/15/2019,south
periwinkle morsel,$1.25 ,521,9/15/2019,east
periwinkle morsel,$1.25 ,528,9/15/2019,west
vermilion morsel,$4.99 ,567,9/15/2019,north
vermilion morsel,$4.99 ,570,9/15/2019,south
vermilion morsel,$4.99 ,503,9/15/2019,east
vermilion morsel,$4.99 ,531,9/15/2019,west
lapis morsel,$1.99 ,587,9/15/2019,north
lapis morsel,$1.99 ,502,9/15/2019,south
lapis morsel,$1.99 ,577,9/15/2019,east
lapis morsel,$1.99 ,539,9/15/2019,west
pink morsel,$3.00 ,556,9/16/2019,north
pink morsel,$3.00 ,578,9/16/2019,south
pink morsel,$3.00 ,599,9/16/2019,east
pink morsel,$3.00 ,575,9/16/2019,west
gold morsel,$9.99 ,583,9/16/2019,north
gold morsel,$9.99 ,535,9/16/2019,south
gold morsel,$9.99 ,573,9/16/2019,east
gold morsel,$9.99 ,506,9/16/2019,west
magenta morsel,$2.50 ,538,9/16/2019,north
magenta morsel,$2.50 ,533,9/16/2019,south
magenta morsel,$2.50 ,500,9/16/2019,east
magenta morsel,$2.50 ,502,9/16/2019,west
chartreuse morsel,$3.00 ,578,9/16/2019,north
chartreuse morsel,$3.00 ,550,9/16/2019,south
chartreuse morsel,$3.00 ,577,9/16/2019,east
chartreuse morsel,$3.00 ,522,9/16/2019,west
periwinkle morsel,$1.25 ,557,9/16/2019,north
periwinkle morsel,$1.25 ,584,9/16/2019,south
periwinkle morsel,$1.25 ,508,9/16/2019,east
periwinkle morsel,$1.25 ,520,9/16/2019,west
vermilion morsel,$4.99 ,570,9/16/2019,north
vermilion morsel,$4.99 ,525,9/16/2019,south
vermilion morsel,$4.99 ,538,9/16/2019,east
vermilion morsel,$4.99 ,568,9/16/2019,west
lapis morsel,$1.99 ,596,9/16/2019,north
lapis morsel,$1.99 ,583,9/16/2019,south
lapis morsel,$1.99 ,531,9/16/2019,east
lapis morsel,$1.99 ,539,9/16/2019,west
pink morsel,$3.00 ,552,9/17/2019,north
pink morsel,$3.00 ,510,9/17/2019,south
pink morsel,$3.00 ,565,9/17/2019,east
pink morsel,$3.00 ,552,9/17/2019,west
gold morsel,$9.99 ,542,9/17/2019,north
gold morsel,$9.99 ,597,9/17/2019,south
gold morsel,$9.99 ,555,9/17/2019,east
gold morsel,$9.99 ,567,9/17/2019,west
magenta morsel,$2.50 ,522,9/17/2019,north
magenta morsel,$2.50 ,582,9/17/2019,south
magenta morsel,$2.50 ,571,9/17/2019,east
magenta morsel,$2.50 ,511,9/17/2019,west
chartreuse morsel,$3.00 ,536,9/17/2019,north
chartreuse morsel,$3.00 ,508,9/17/2019,south
chartreuse morsel,$3.00 ,526,9/17/2019,east
chartreuse morsel,$3.00 ,600,9/17/2019,west
periwinkle morsel,$1.25 ,553,9/17/2019,north
periwinkle morsel,$1.25 ,571,9/17/2019,south
periwinkle morsel,$1.25 ,536,9/17/2019,east
periwinkle morsel,$1.25 ,566,9/17/2019,west
vermilion morsel,$4.99 ,525,9/17/2019,north
vermilion morsel,$4.99 ,539,9/17/2019,south
vermilion morsel,$4.99 ,600,9/17/2019,east
vermilion morsel,$4.99 ,580,9/17/2019,west
lapis morsel,$1.99 ,500,9/17/2019,north
lapis morsel,$1.99 ,560,9/17/2019,south
lapis morsel,$1.99 ,550,9/17/2019,east
lapis morsel,$1.99 ,533,9/17/2019,west
pink morsel,$3.00 ,599,9/18/2019,north
pink morsel,$3.00 ,505,9/18/2019,south
pink morsel,$3.00 ,546,9/18/2019,east
pink morsel,$3.00 ,599,9/18/2019,west
gold morsel,$9.99 ,520,9/18/2019,north
gold morsel,$9.99 ,553,9/18/2019,south
gold morsel,$9.99 ,578,9/18/2019,east
gold morsel,$9.99 ,565,9/18/2019,west
magenta morsel,$2.50 ,537,9/18/2019,north
magenta morsel,$2.50 ,600,9/18/2019,south
magenta morsel,$2.50 ,502,9/18/2019,east
magenta morsel,$2.50 ,502,9/18/2019,west
chartreuse morsel,$3.00 ,585,9/18/2019,north
chartreuse morsel,$3.00 ,573,9/18/2019,south
chartreuse morsel,$3.00 ,523,9/18/2019,east
chartreuse morsel,$3.00 ,587,9/18/2019,west
periwinkle morsel,$1.25 ,522,9/18/2019,north
periwinkle morsel,$1.25 ,573,9/18/2019,south
periwinkle morsel,$1.25 ,502,9/18/2019,east
periwinkle morsel,$1.25 ,579,9/18/2019,west
vermilion morsel,$4.99 ,570,9/18/2019,north
vermilion morsel,$4.99 ,514,9/18/2019,south
vermilion morsel,$4.99 ,545,9/18/2019,east
vermilion morsel,$4.99 ,599,9/18/2019,west
lapis morsel,$1.99 ,525,9/18/2019,north
lapis morsel,$1.99 ,594,9/18/2019,south
lapis morsel,$1.99 ,542,9/18/2019,east
lapis morsel,$1.99 ,501,9/18/2019,west
pink morsel,$3.00 ,600,9/19/2019,north
pink morsel,$3.00 ,520,9/19/2019,south
pink morsel,$3.00 ,502,9/19/2019,east
pink morsel,$3.00 ,527,9/19/2019,west
gold morsel,$9.99 ,559,9/19/2019,north
gold morsel,$9.99 ,536,9/19/2019,south
gold morsel,$9.99 ,563,9/19/2019,east
gold morsel,$9.99 ,532,9/19/2019,west
magenta morsel,$2.50 ,583,9/19/2019,north
magenta morsel,$2.50 ,574,9/19/2019,south
magenta morsel,$2.50 ,586,9/19/2019,east
magenta morsel,$2.50 ,584,9/19/2019,west
chartreuse morsel,$3.00 ,596,9/19/2019,north
chartreuse morsel,$3.00 ,543,9/19/2019,south
chartreuse morsel,$3.00 ,524,9/19/2019,east
chartreuse morsel,$3.00 ,575,9/19/2019,west
periwinkle morsel,$1.25 ,545,9/19/2019,north
periwinkle morsel,$1.25 ,553,9/19/2019,south
periwinkle morsel,$1.25 ,521,9/19/2019,east
periwinkle morsel,$1.25 ,564,9/19/2019,west
vermilion morsel,$4.99 ,569,9/19/2019,north
vermilion morsel,$4.99 ,512,9/19/2019,south
vermilion morsel,$4.99 ,552,9/19/2019,east
vermilion morsel,$4.99 ,533,9/19/2019,west
lapis morsel,$1.99 ,515,9/19/2019,north
lapis morsel,$1.99 ,546,9/19/2019,south
lapis morsel,$1.99 ,561,9/19/2019,east
lapis morsel,$1.99 ,555,9/19/2019,west
pink morsel,$3.00 ,505,9/20/2019,north
pink morsel,$3.00 ,509,9/20/2019,south
pink morsel,$3.00 ,586,9/20/2019,east
pink morsel,$3.00 ,546,9/20/2019,west
gold morsel,$9.99 ,505,9/20/2019,north
gold morsel,$9.99 ,571,9/20/2019,south
gold morsel,$9.99 ,592,9/20/2019,east
gold morsel,$9.99 ,528,9/20/2019,west
magenta morsel,$2.50 ,514,9/20/2019,north
magenta morsel,$2.50 ,547,9/20/2019,south
magenta morsel,$2.50 ,507,9/20/2019,east
magenta morsel,$2.50 ,561,9/20/2019,west
chartreuse morsel,$3.00 ,575,9/20/2019,north
chartreuse morsel,$3.00 ,577,9/20/2019,south
chartreuse morsel,$3.00 ,507,9/20/2019,east
chartreuse morsel,$3.00 ,564,9/20/2019,west
periwinkle morsel,$1.25 ,533,9/20/2019,north
periwinkle morsel,$1.25 ,513,9/20/2019,south
periwinkle morsel,$1.25 ,538,9/20/2019,east
periwinkle morsel,$1.25 ,513,9/20/2019,west
vermilion morsel,$4.99 ,576,9/20/2019,north
vermilion morsel,$4.99 ,520,9/20/2019,south
vermilion morsel,$4.99 ,524,9/20/2019,east
vermilion morsel,$4.99 ,586,9/20/2019,west
lapis morsel,$1.99 ,549,9/20/2019,north
lapis morsel,$1.99 ,557,9/20/2019,south
lapis morsel,$1.99 ,523,9/20/2019,east
lapis morsel,$1.99 ,593,9/20/2019,west
pink morsel,$3.00 ,535,9/21/2019,north
pink morsel,$3.00 ,572,9/21/2019,south
pink morsel,$3.00 ,523,9/21/2019,east
pink morsel,$3.00 ,558,9/21/2019,west
gold morsel,$9.99 ,581,9/21/2019,north
gold morsel,$9.99 ,568,9/21/2019,south
gold morsel,$9.99 ,598,9/21/2019,east
gold morsel,$9.99 ,588,9/21/2019,west
magenta morsel,$2.50 ,555,9/21/2019,north
magenta morsel,$2.50 ,527,9/21/2019,south
magenta morsel,$2.50 ,536,9/21/2019,east
magenta morsel,$2.50 ,593,9/21/2019,west
chartreuse morsel,$3.00 ,522,9/21/2019,north
chartreuse morsel,$3.00 ,528,9/21/2019,south
chartreuse morsel,$3.00 ,557,9/21/2019,east
chartreuse morsel,$3.00 ,580,9/21/2019,west
periwinkle morsel,$1.25 ,531,9/21/2019,north
periwinkle morsel,$1.25 ,549,9/21/2019,south
periwinkle morsel,$1.25 ,555,9/21/2019,east
periwinkle morsel,$1.25 ,575,9/21/2019,west
vermilion morsel,$4.99 ,503,9/21/2019,north
vermilion morsel,$4.99 ,590,9/21/2019,south
vermilion morsel,$4.99 ,543,9/21/2019,east
vermilion morsel,$4.99 ,593,9/21/2019,west
lapis morsel,$1.99 ,515,9/21/2019,north
lapis morsel,$1.99 ,573,9/21/2019,south
lapis morsel,$1.99 ,590,9/21/2019,east
lapis morsel,$1.99 ,585,9/21/2019,west
pink morsel,$3.00 ,544,9/22/2019,north
pink morsel,$3.00 ,578,9/22/2019,south
pink morsel,$3.00 ,510,9/22/2019,east
pink morsel,$3.00 ,563,9/22/2019,west
gold morsel,$9.99 ,522,9/22/2019,north
gold morsel,$9.99 ,582,9/22/2019,south
gold morsel,$9.99 ,507,9/22/2019,east
gold morsel,$9.99 ,517,9/22/2019,west
magenta morsel,$2.50 ,579,9/22/2019,north
magenta morsel,$2.50 ,520,9/22/2019,south
magenta morsel,$2.50 ,565,9/22/2019,east
magenta morsel,$2.50 ,552,9/22/2019,west
chartreuse morsel,$3.00 ,528,9/22/2019,north
chartreuse morsel,$3.00 ,563,9/22/2019,south
chartreuse morsel,$3.00 ,545,9/22/2019,east
chartreuse morsel,$3.00 ,523,9/22/2019,west
periwinkle morsel,$1.25 ,532,9/22/2019,north
periwinkle morsel,$1.25 ,592,9/22/2019,south
periwinkle morsel,$1.25 ,539,9/22/2019,east
periwinkle morsel,$1.25 ,533,9/22/2019,west
vermilion morsel,$4.99 ,558,9/22/2019,north
vermilion morsel,$4.99 ,518,9/22/2019,south
vermilion morsel,$4.99 ,537,9/22/2019,east
vermilion morsel,$4.99 ,592,9/22/2019,west
lapis morsel,$1.99 ,502,9/22/2019,north
lapis morsel,$1.99 ,545,9/22/2019,south
lapis morsel,$1.99 ,562,9/22/2019,east
lapis morsel,$1.99 ,556,9/22/2019,west
pink morsel,$3.00 ,547,9/23/2019,north
pink morsel,$3.00 ,593,9/23/2019,south
pink morsel,$3.00 ,553,9/23/2019,east
pink morsel,$3.00 ,599,9/23/2019,west
gold morsel,$9.99 ,517,9/23/2019,north
gold morsel,$9.99 ,535,9/23/2019,south
gold morsel,$9.99 ,545,9/23/2019,east
gold morsel,$9.99 ,516,9/23/2019,west
magenta morsel,$2.50 ,504,9/23/2019,north
magenta morsel,$2.50 ,514,9/23/2019,south
magenta morsel,$2.50 ,518,9/23/2019,east
magenta morsel,$2.50 ,531,9/23/2019,west
chartreuse morsel,$3.00 ,505,9/23/2019,north
chartreuse morsel,$3.00 ,557,9/23/2019,south
chartreuse morsel,$3.00 ,542,9/23/2019,east
chartreuse morsel,$3.00 ,553,9/23/2019,west
periwinkle morsel,$1.25 ,562,9/23/2019,north
periwinkle morsel,$1.25 ,576,9/23/2019,south
periwinkle morsel,$1.25 ,556,9/23/2019,east
periwinkle morsel,$1.25 ,530,9/23/2019,west
vermilion morsel,$4.99 ,532,9/23/2019,north
vermilion morsel,$4.99 ,522,9/23/2019,south
vermilion morsel,$4.99 ,555,9/23/2019,east
vermilion morsel,$4.99 ,557,9/23/2019,west
lapis morsel,$1.99 ,556,9/23/2019,north
lapis morsel,$1.99 ,537,9/23/2019,south
lapis morsel,$1.99 ,503,9/23/2019,east
lapis morsel,$1.99 ,511,9/23/2019,west
pink morsel,$3.00 ,589,9/24/2019,north
pink morsel,$3.00 ,585,9/24/2019,south
pink morsel,$3.00 ,534,9/24/2019,east
pink morsel,$3.00 ,508,9/24/2019,west
gold morsel,$9.99 ,584,9/24/2019,north
gold morsel,$9.99 ,561,9/24/2019,south
gold morsel,$9.99 ,520,9/24/2019,east
gold morsel,$9.99 ,548,9/24/2019,west
magenta morsel,$2.50 ,578,9/24/2019,north
magenta morsel,$2.50 ,556,9/24/2019,south
magenta morsel,$2.50 ,516,9/24/2019,east
magenta morsel,$2.50 ,523,9/24/2019,west
chartreuse morsel,$3.00 ,584,9/24/2019,north
chartreuse morsel,$3.00 ,502,9/24/2019,south
chartreuse morsel,$3.00 ,505,9/24/2019,east
chartreuse morsel,$3.00 ,570,9/24/2019,west
periwinkle morsel,$1.25 ,544,9/24/2019,north
periwinkle morsel,$1.25 ,564,9/24/2019,south
periwinkle morsel,$1.25 ,515,9/24/2019,east
periwinkle morsel,$1.25 ,530,9/24/2019,west
vermilion morsel,$4.99 ,574,9/24/2019,north
vermilion morsel,$4.99 ,570,9/24/2019,south
vermilion morsel,$4.99 ,593,9/24/2019,east
vermilion morsel,$4.99 ,519,9/24/2019,west
lapis morsel,$1.99 ,582,9/24/2019,north
lapis morsel,$1.99 ,556,9/24/2019,south
lapis morsel,$1.99 ,522,9/24/2019,east
lapis morsel,$1.99 ,560,9/24/2019,west
pink morsel,$3.00 ,598,9/25/2019,north
pink morsel,$3.00 ,542,9/25/2019,south
pink morsel,$3.00 ,539,9/25/2019,east
pink morsel,$3.00 ,591,9/25/2019,west
gold morsel,$9.99 ,539,9/25/2019,north
gold morsel,$9.99 ,541,9/25/2019,south
gold morsel,$9.99 ,504,9/25/2019,east
gold morsel,$9.99 ,591,9/25/2019,west
magenta morsel,$2.50 ,508,9/25/2019,north
magenta morsel,$2.50 ,584,9/25/2019,south
magenta morsel,$2.50 ,600,9/25/2019,east
magenta morsel,$2.50 ,552,9/25/2019,west
chartreuse morsel,$3.00 ,578,9/25/2019,north
chartreuse morsel,$3.00 ,563,9/25/2019,south
chartreuse morsel,$3.00 ,514,9/25/2019,east
chartreuse morsel,$3.00 ,503,9/25/2019,west
periwinkle morsel,$1.25 ,559,9/25/2019,north
periwinkle morsel,$1.25 ,572,9/25/2019,south
periwinkle morsel,$1.25 ,548,9/25/2019,east
periwinkle morsel,$1.25 ,526,9/25/2019,west
vermilion morsel,$4.99 ,586,9/25/2019,north
vermilion morsel,$4.99 ,580,9/25/2019,south
vermilion morsel,$4.99 ,512,9/25/2019,east
vermilion morsel,$4.99 ,522,9/25/2019,west
lapis morsel,$1.99 ,571,9/25/2019,north
lapis morsel,$1.99 ,501,9/25/2019,south
lapis morsel,$1.99 ,516,9/25/2019,east
lapis morsel,$1.99 ,593,9/25/2019,west
pink morsel,$3.00 ,573,9/26/2019,north
pink morsel,$3.00 ,503,9/26/2019,south
pink morsel,$3.00 ,562,9/26/2019,east
pink morsel,$3.00 ,556,9/26/2019,west
gold morsel,$9.99 ,557,9/26/2019,north
gold morsel,$9.99 ,530,9/26/2019,south
gold morsel,$9.99 ,514,9/26/2019,east
gold morsel,$9.99 ,572,9/26/2019,west
magenta morsel,$2.50 ,545,9/26/2019,north
magenta morsel,$2.50 ,582,9/26/2019,south
magenta morsel,$2.50 ,588,9/26/2019,east
magenta morsel,$2.50 ,528,9/26/2019,west
chartreuse morsel,$3.00 ,581,9/26/2019,north
chartreuse morsel,$3.00 ,563,9/26/2019,south
chartreuse morsel,$3.00 ,547,9/26/2019,east
chartreuse morsel,$3.00 ,522,9/26/2019,west
periwinkle morsel,$1.25 ,510,9/26/2019,north
periwinkle morsel,$1.25 ,528,9/26/2019,south
periwinkle morsel,$1.25 ,583,9/26/2019,east
periwinkle morsel,$1.25 ,526,9/26/2019,west
vermilion morsel,$4.99 ,503,9/26/2019,north
vermilion morsel,$4.99 ,554,9/26/2019,south
vermilion morsel,$4.99 ,524,9/26/2019,east
vermilion morsel,$4.99 ,582,9/26/2019,west
lapis morsel,$1.99 ,554,9/26/2019,north
lapis morsel,$1.99 ,502,9/26/2019,south
lapis morsel,$1.99 ,565,9/26/2019,east
lapis morsel,$1.99 ,543,9/26/2019,west
pink morsel,$3.00 ,577,9/27/2019,north
pink morsel,$3.00 ,530,9/27/2019,south
pink morsel,$3.00 ,576,9/27/2019,east
pink morsel,$3.00 ,574,9/27/2019,west
gold morsel,$9.99 ,546,9/27/2019,north
gold morsel,$9.99 ,517,9/27/2019,south
gold morsel,$9.99 ,584,9/27/2019,east
gold morsel,$9.99 ,519,9/27/2019,west
magenta morsel,$2.50 ,514,9/27/2019,north
magenta morsel,$2.50 ,517,9/27/2019,south
magenta morsel,$2.50 ,556,9/27/2019,east
magenta morsel,$2.50 ,584,9/27/2019,west
chartreuse morsel,$3.00 ,573,9/27/2019,north
chartreuse morsel,$3.00 ,578,9/27/2019,south
chartreuse morsel,$3.00 ,547,9/27/2019,east
chartreuse morsel,$3.00 ,518,9/27/2019,west
periwinkle morsel,$1.25 ,579,9/27/2019,north
periwinkle morsel,$1.25 ,528,9/27/2019,south
periwinkle morsel,$1.25 ,508,9/27/2019,east
periwinkle morsel,$1.25 ,555,9/27/2019,west
vermilion morsel,$4.99 ,583,9/27/2019,north
vermilion morsel,$4.99 ,589,9/27/2019,south
vermilion morsel,$4.99 ,569,9/27/2019,east
